	HN_B73L2	HN_B73L4	HN_SDL1	HN_SDL2	LN_B73L1	LN_B73L4	LN_SDL3	LN_SDL4
Zm00001d007712	12	8	26	23	0	3	22	13
Zm00001d007714	2	32	34	29	25	17	3	84
Zm00001d007715	172	193	98	125	222	240	220	152
Zm00001d007716	2745	2028	1364	1333	3008	2495	1983	1371
Zm00001d007718	20	21	59	12	125	58	75	46
Zm00001d007719	726	540	552	631	551	705	993	824
Zm00001d007725	9	11	15	21	0	0	22	12
Zm00001d007726	1	0	0	0	4	4	1	1
Zm00001d007728	4	2	0	4	0	4	6	3
Zm00001d007729	1	1	0	0	36	32	4	2
Zm00001d007743	0	0	3	7	0	0	1	2
Zm00001d007745	72	23	125	150	69	13	63	94
Zm00001d001061	4	2	4	10	3	4	6	10
Zm00001d007750	100	62	68	112	208	321	181	124
Zm00001d007752	220	182	0	0	96	137	0	0
Zm00001d007753	824	924	2205	1184	377	1017	292	713
Zm00001d007754	111	80	105	61	158	260	196	189
Zm00001d007755	2037	1603	1678	1613	2635	2743	2603	2375
Zm00001d007757	2268	1894	1930	2036	2610	2957	2963	2385
Zm00001d007758	1008	743	714	597	1253	1527	1418	1140
Zm00001d007760	102	95	84	74	147	175	200	197
Zm00001d007762	111	80	54	87	176	164	229	183
Zm00001d007763	355	394	281	232	453	477	557	366
Zm00001d007764	34	36	12	6	50	47	22	58
Zm00001d007765	15	21	39	11	61	143	93	88
Zm00001d007766	31	38	18	41	143	35	50	68
Zm00001d007767	585	510	506	480	973	1098	1036	948
Zm00001d007768	4	1	7	0	4	3	2	6
Zm00001d007769	369	285	277	339	366	445	535	405
Zm00001d007770	966	752	784	789	734	889	981	830
Zm00001d007771	22	9	15	16	8	14	44	40
Zm00001d007772	257	223	186	184	324	331	248	230
Zm00001d007773	185	313	163	48	1200	2528	314	318
Zm00001d007774	833	678	693	754	530	593	502	452
Zm00001d007775	5	0	6	6	17	0	7	10
Zm00001d007776	2	4	5	7	5	5	2	5
Zm00001d007778	122	94	61	77	145	145	134	85
Zm00001d007782	156	159	123	93	203	183	219	248
Zm00001d007783	6768	5672	4866	5045	6762	7984	8791	6541
Zm00001d007784	480	432	438	470	532	716	865	647
Zm00001d007785	147	62	211	237	274	181	202	141
Zm00001d007786	12	2	2	6	9	0	8	4
Zm00001d007788	22	23	142	96	50	61	194	199
Zm00001d007789	407	515	702	399	1394	2387	605	871
Zm00001d007790	127	118	0	0	145	146	0	0
Zm00001d007792	3	0	0	0	2	4	3	4
Zm00001d007793	28	26	0	2	41	41	3	2
Zm00001d007795	0	0	8	12	0	0	27	9
Zm00001d007799	53	46	89	83	82	129	225	143
Zm00001d007800	41	32	53	45	87	114	57	60
Zm00001d007801	150	165	4	0	140	190	9	6
Zm00001d007802	217	157	388	399	369	329	554	414
Zm00001d007803	1	3	0	0	0	35	1	2
Zm00001d007806	940	764	550	592	796	913	1052	757
Zm00001d007807	116	137	69	76	163	217	210	158
Zm00001d007808	1	0	1	2	3	0	1	2
Zm00001d007810	272	159	214	158	310	351	344	328
Zm00001d007814	1	0	19	15	0	0	61	21
Zm00001d007815	320	213	467	281	315	323	395	426
Zm00001d007818	0	1	0	0	1	1	1	0
Zm00001d007819	370	288	274	206	355	405	245	232
Zm00001d007820	1	0	9	2	13	11	2	7
Zm00001d007821	102	99	46	57	161	164	62	34
Zm00001d007822	209	134	115	168	254	231	145	137
Zm00001d007823	769	669	341	321	723	818	506	463
Zm00001d007824	864	601	836	588	833	943	794	887
Zm00001d007825	122	92	89	91	136	239	217	120
Zm00001d007826	211	197	353	310	218	315	572	436
Zm00001d007827	5808	6091	4011	1219	29406	31866	40682	43399
Zm00001d007828	12	8	0	0	29	29	18	15
Zm00001d007830	933	681	976	1275	571	233	598	675
Zm00001d007831	30	62	5	22	137	346	58	127
Zm00001d007832	25	10	16	8	74	95	42	32
Zm00001d007835	826	605	397	492	825	856	539	470
Zm00001d007836	198	153	233	181	147	101	294	205
Zm00001d007837	72	95	134	122	91	100	144	84
Zm00001d007838	173	128	123	119	227	208	258	247
Zm00001d007839	100	82	130	75	197	200	227	228
Zm00001d007843	1	9	8	13	48	87	84	62
Zm00001d007844	0	1	2	3	0	0	0	1
Zm00001d007845	187	136	372	329	237	153	443	421
Zm00001d007849	350	296	303	219	610	717	587	367
Zm00001d007851	164	152	42	57	183	193	134	94
Zm00001d007853	276	236	0	4	519	690	0	0
Zm00001d007854	1	1	5	3	3	0	9	6
Zm00001d007857	77481	51054	58315	61907	22340	14283	15169	13606
Zm00001d007858	9072	8112	10254	7433	8625	7930	11860	9836
Zm00001d007862	5	3	6	6	2	1	19	21
Zm00001d007864	6	4	12	3	5	8	15	16
Zm00001d007865	6151	4582	4286	4670	9847	9884	14666	10200
Zm00001d007868	128	125	122	152	54	38	34	43
Zm00001d007869	28	14	16	17	58	20	81	87
Zm00001d007870	2326	1837	1862	1495	2393	2636	2737	2414
Zm00001d007871	6	12	1	17	7	16	49	28
Zm00001d007872	18	22	21	28	32	64	59	58
Zm00001d007877	13	9	25	13	42	35	83	61
Zm00001d007881	132	99	88	59	180	231	195	131
Zm00001d007882	10	5	0	4	17	15	1	1
Zm00001d007884	1500	1335	1095	978	1882	2507	2331	1632
Zm00001d007885	20	20	40	15	15	19	17	18
Zm00001d007886	398	295	214	215	433	535	634	479
Zm00001d007888	168	162	219	180	246	235	360	285
Zm00001d007889	1928	1617	2368	4023	1662	1781	3496	2398
Zm00001d007890	201	134	191	157	242	258	284	227
Zm00001d007891	4	13	2	12	15	13	12	3
Zm00001d007892	1207	1051	1744	1804	720	875	1105	810
Zm00001d007896	1289	1023	989	890	602	298	431	508
Zm00001d001063	2	5	0	0	7	3	0	0
Zm00001d007897	6540	6070	3257	2956	11318	10962	6311	5305
Zm00001d007898	27	33	51	26	75	80	60	74
Zm00001d007900	134	112	147	153	97	166	239	170
Zm00001d007901	1379	1432	1584	1401	2055	1784	2867	3047
Zm00001d007902	297	202	320	264	287	265	229	227
Zm00001d007903	1	10	5	7	3	10	15	3
Zm00001d007904	671	522	609	680	725	752	1129	872
Zm00001d007905	1499	1014	1847	1629	963	928	1685	1457
Zm00001d007907	1150	834	739	925	810	825	990	734
Zm00001d007908	810	789	379	384	724	786	872	466
Zm00001d007909	48	42	0	0	129	87	0	0
Zm00001d007910	8	11	0	0	41	12	0	1
Zm00001d007912	864	770	559	617	965	1108	1135	850
Zm00001d007915	498	434	353	292	985	1156	948	1042
Zm00001d007916	3	1	0	0	0	2	1	0
Zm00001d007917	0	0	53	50	0	0	42	19
Zm00001d007918	1778	1866	1347	1459	4620	6397	1900	1809
Zm00001d007919	3	2	0	0	3	2	0	0
Zm00001d007921	4750	3245	3270	4028	2142	1505	2103	1784
Zm00001d007923	65	59	35	26	51	48	51	31
Zm00001d001064	0	1	2	0	0	2	2	3
Zm00001d007927	0	2	0	0	5	2	6	5
Zm00001d007929	318	271	141	165	356	314	214	178
Zm00001d001065	0	0	4	0	0	3	1	2
Zm00001d007930	763	624	559	583	450	472	510	406
Zm00001d007932	81	27	15	35	178	421	118	104
Zm00001d007934	184	119	134	120	189	204	216	181
Zm00001d007935	19	21	74	114	48	11	89	86
Zm00001d007936	360	234	137	113	275	248	268	336
Zm00001d007937	10589	9608	7593	7706	2039	1404	3123	2479
Zm00001d007938	1456	1314	1301	1405	1465	1594	1821	1343
Zm00001d007940	123	124	162	133	238	201	211	179
Zm00001d007942	728	607	527	531	1006	1058	933	656
Zm00001d007943	1456	1471	1113	1482	1292	1565	2277	1542
Zm00001d007945	904	645	687	904	740	1064	1258	930
Zm00001d007946	4	3	1	0	2	0	5	2
Zm00001d007947	778	643	494	497	772	848	957	744
Zm00001d007948	0	0	19	24	0	0	1	1
Zm00001d007949	0	0	4	2	1	1	0	0
Zm00001d007951	699	469	572	562	956	944	1103	784
Zm00001d007952	0	1	2	2	0	0	0	2
Zm00001d007953	4	2	0	0	11	0	3	2
Zm00001d007954	605	449	316	258	1572	1755	798	497
Zm00001d007956	291	298	234	227	625	778	270	162
Zm00001d007959	0	0	3	0	3	20	3	20
Zm00001d007960	622	507	789	517	896	988	1301	1118
Zm00001d007961	430	337	230	221	255	300	180	98
Zm00001d001068	13	10	0	0	18	22	0	0
Zm00001d007962	598	816	487	682	213	240	225	142
Zm00001d007965	86	72	51	73	92	156	113	76
Zm00001d007966	1463	1587	1142	1155	1393	1412	1279	937
Zm00001d007968	4	1	7	3	6	10	9	16
Zm00001d007971	2	1	0	0	5	0	0	2
Zm00001d007972	729	557	314	244	872	770	593	397
Zm00001d007975	112	99	116	160	217	173	245	208
Zm00001d007977	16	12	8	31	34	32	33	46
Zm00001d007978	1	0	2	0	16	2	27	16
Zm00001d039239	0	0	20	46	0	0	67	28
Zm00001d039240	5	2	16	11	1	1	20	5
Zm00001d039241	22	25	0	3	69	83	68	63
Zm00001d039243	3	3	14	3	0	2	24	4
Zm00001d039244	4	0	0	1	2	3	2	0
Zm00001d039245	367	382	370	229	683	1190	713	704
Zm00001d039250	120	121	56	71	165	226	117	80
Zm00001d039251	81	39	19	9	44	92	14	12
Zm00001d039252	1773	1525	632	710	1692	2134	898	689
Zm00001d039253	341	256	343	311	536	502	421	332
Zm00001d039255	297	276	457	574	265	260	715	583
Zm00001d039256	51	40	56	89	75	109	209	141
Zm00001d039258	86969	68344	72062	65720	26257	20664	32541	28675
Zm00001d039259	35	33	25	33	82	100	145	87
Zm00001d039260	3336	2585	1485	1900	2271	2496	2156	1371
Zm00001d039261	1	0	2	0	2	0	3	0
Zm00001d039262	25	33	23	17	61	57	38	65
Zm00001d039263	676	516	668	559	641	640	680	616
Zm00001d039264	65	78	160	194	47	47	158	106
Zm00001d039265	422	352	287	265	495	514	646	456
Zm00001d039266	639	557	573	540	332	250	308	213
Zm00001d039267	100	61	106	96	233	344	557	490
Zm00001d039268	4	0	0	2	0	3	0	5
Zm00001d039270	3296	2612	2503	2555	2844	2936	4235	3077
Zm00001d039271	334	263	211	247	411	406	449	341
Zm00001d039272	66	71	71	62	117	154	149	80
Zm00001d039274	165	108	159	151	193	138	225	163
Zm00001d039276	3037	2532	2372	1660	3843	2995	2714	2235
Zm00001d039278	450	353	358	450	714	732	749	590
Zm00001d039279	91	71	61	39	116	96	65	48
Zm00001d039280	2538	2732	608	912	1737	2502	2999	1330
Zm00001d039282	0	6	0	0	1	11	3	3
Zm00001d039283	4454	3310	2760	2999	13020	14889	10465	7906
Zm00001d039284	536	423	536	424	574	570	553	436
Zm00001d039285	701	624	592	560	930	996	1114	860
Zm00001d039286	2	2	0	1	1	3	5	2
Zm00001d039287	342	279	357	339	410	430	658	560
Zm00001d039293	0	1	10	5	1	4	10	8
Zm00001d039294	188	142	170	129	157	186	300	189
Zm00001d039295	18	1	3	7	1	3	18	17
Zm00001d039296	862	893	962	1048	901	922	1638	1051
Zm00001d039297	21	33	15	15	13	2	2	6
Zm00001d039299	165	96	245	153	195	178	205	209
Zm00001d039300	446	364	381	330	635	729	584	561
Zm00001d039301	66	191	323	132	73	31	73	43
Zm00001d039302	0	6	4	0	1	8	0	0
Zm00001d039303	15	24	59	27	26	41	38	16
Zm00001d039304	1040	820	1037	878	1593	1086	1135	1108
Zm00001d039305	572	391	545	404	402	514	508	557
Zm00001d039306	5	0	5	12	10	9	7	11
Zm00001d039310	155	130	178	213	76	195	339	189
Zm00001d039311	726	511	794	876	594	510	1069	920
Zm00001d039312	3870	2748	2205	3024	2972	4145	6526	6045
Zm00001d039313	0	0	15	5	0	0	6	15
Zm00001d039314	36	36	77	53	62	96	161	103
Zm00001d039315	15	20	35	58	57	56	377	234
Zm00001d039316	120	107	40	22	197	287	74	74
Zm00001d039318	257	157	33	38	223	174	34	33
Zm00001d039319	1922	1611	1498	1846	1209	1078	1671	1318
Zm00001d039321	898	803	636	611	941	1205	1131	789
Zm00001d039323	7	4	0	0	13	20	15	15
Zm00001d039324	13	21	14	23	17	41	16	26
Zm00001d039325	121	101	271	219	102	58	137	94
Zm00001d039326	0	0	3	10	0	0	19	19
Zm00001d039327	1	0	7	2	8	34	14	10
Zm00001d039328	6308	5564	4557	4996	5793	4913	6078	3346
Zm00001d039330	59	57	67	56	105	132	113	96
Zm00001d039331	15	23	8	0	7	14	4	3
Zm00001d039337	166	143	463	410	195	158	402	352
Zm00001d039338	945	723	600	577	482	574	512	257
Zm00001d039339	213	162	90	56	369	316	128	118
Zm00001d039341	3673	3066	1873	2601	2559	3148	3361	2059
Zm00001d039343	122	115	176	154	189	151	276	248
Zm00001d039345	0	0	9	6	0	0	2	5
Zm00001d039346	0	0	4	1	4	0	0	5
Zm00001d039347	0	0	1	27	3	0	5	1
Zm00001d039348	450	315	454	386	382	351	273	261
Zm00001d039349	2335	1645	1028	1371	1174	1027	1098	797
Zm00001d039350	1655	1343	1712	1607	1820	1780	2303	1851
Zm00001d039354	107	71	87	72	133	115	119	81
Zm00001d039355	409	317	334	406	639	1161	1164	892
Zm00001d039361	234	186	279	281	259	229	295	290
Zm00001d039362	113	75	159	79	147	64	88	126
Zm00001d039363	1261	1133	1390	1504	1232	1006	961	682
Zm00001d039364	151	216	328	158	238	301	267	424
Zm00001d039365	500	399	330	410	499	521	503	439
Zm00001d039366	1509	1319	647	755	1373	1480	1044	790
Zm00001d039369	537	408	395	397	524	732	680	443
Zm00001d039370	687	602	692	547	416	657	437	374
Zm00001d039371	120	95	22	63	166	105	77	63
Zm00001d039372	130	129	50	29	175	210	193	171
Zm00001d039374	45	58	19	22	153	250	80	89
Zm00001d039375	5	4	2	3	49	162	36	30
Zm00001d039377	6	3	17	10	16	14	18	20
Zm00001d039378	82	15	28	16	23	21	13	13
Zm00001d039379	474	335	391	368	135	102	50	49
Zm00001d039380	34	29	48	41	58	124	162	96
Zm00001d039383	0	1	1	0	11	0	0	6
Zm00001d039384	78	83	130	118	175	250	177	217
Zm00001d039385	37	45	55	54	55	91	188	113
Zm00001d039387	5836	4925	6699	4203	4119	3645	4969	5049
Zm00001d039388	0	0	7	12	0	0	21	21
Zm00001d039390	0	0	0	0	5	10	1	1
Zm00001d039391	9	3	14	11	17	45	17	14
Zm00001d039392	81	85	54	115	275	395	362	313
Zm00001d039393	0	0	2	5	2	0	4	2
Zm00001d039394	11	7	95	57	81	57	72	43
Zm00001d039395	109	137	106	88	261	291	171	188
Zm00001d039397	97	107	101	122	175	176	222	190
Zm00001d039399	1	0	25	6	3	0	136	64
Zm00001d039400	174	189	0	0	85	101	7	2
Zm00001d039401	431	480	455	365	684	646	769	758
Zm00001d039403	87	39	147	116	153	138	283	251
Zm00001d039404	97	57	86	83	127	132	135	108
Zm00001d039406	22	34	2	2	97	37	13	10
Zm00001d039407	337	243	445	478	417	435	448	348
Zm00001d039408	65	44	103	95	126	183	127	87
Zm00001d039409	1094	910	711	723	1290	1511	1722	1312
Zm00001d039411	775	694	456	407	1072	1351	967	879
Zm00001d039412	33	29	32	45	55	112	210	200
Zm00001d039414	65	48	90	74	210	23	44	95
Zm00001d039415	1192	1151	776	790	593	652	1315	907
Zm00001d039416	328	299	194	114	758	1109	683	778
Zm00001d039417	512	566	186	283	515	810	221	202
Zm00001d039419	10	7	9	21	9	17	71	55
Zm00001d039420	18	11	5	4	39	50	4	11
Zm00001d039421	250	282	6	6	252	429	13	6
Zm00001d039422	631	620	292	224	475	624	311	327
Zm00001d039424	13	12	12	16	6	4	142	118
Zm00001d039425	148	76	71	103	175	176	90	104
Zm00001d039426	90	66	37	34	63	68	47	58
Zm00001d039427	47	47	131	118	38	56	159	99
Zm00001d039428	43	22	25	28	68	53	10	11
Zm00001d039434	47	83	7	12	79	100	17	11
Zm00001d039435	129	101	193	184	183	133	256	185
Zm00001d039436	1	0	0	9	0	0	6	2
Zm00001d039437	1845	1806	1100	782	2229	1799	1154	1328
Zm00001d039439	340	274	395	315	367	423	700	763
Zm00001d039441	256	255	151	171	349	352	244	195
Zm00001d039444	777	681	493	557	573	462	656	665
Zm00001d039446	198	125	206	149	175	217	268	274
Zm00001d039448	2316	1512	1828	2050	1281	918	1028	893
Zm00001d039449	4	0	5	0	0	12	0	1
Zm00001d039450	6	4	0	1	12	22	7	5
Zm00001d039451	1200	683	619	716	713	820	850	558
Zm00001d039452	741	695	445	407	711	796	1009	730
Zm00001d039453	533	331	602	713	428	395	709	563
Zm00001d039454	56	34	90	54	113	293	262	270
Zm00001d039455	210	186	246	283	215	246	280	231
Zm00001d039456	1661	1060	1212	1161	1381	1022	1059	894
Zm00001d039458	6	2	11	9	11	6	27	26
Zm00001d039459	0	0	1	0	3	19	1	10
Zm00001d039460	510	411	333	337	549	464	383	332
Zm00001d039461	36	33	27	26	202	75	51	70
Zm00001d039464	0	4	3	4	0	1	0	7
Zm00001d039465	375	256	155	192	365	229	148	149
Zm00001d039467	285	211	143	217	241	351	330	282
Zm00001d039468	610	658	176	228	942	903	678	532
Zm00001d039469	67	75	38	31	161	277	139	84
Zm00001d039471	15	19	11	14	32	17	21	14
Zm00001d039472	148	137	85	115	289	198	178	160
Zm00001d039474	497	510	599	671	296	389	797	571
Zm00001d039475	18	39	32	36	86	146	193	123
Zm00001d039477	604	384	899	931	241	227	466	437
Zm00001d039480	45	38	42	49	42	52	114	81
Zm00001d039483	575	519	670	637	728	706	893	766
Zm00001d039487	1	3	0	0	5	1	4	12
Zm00001d039488	93	83	86	53	202	97	97	111
Zm00001d039489	23	26	13	13	25	88	48	37
Zm00001d039492	2522	2146	1287	1410	2984	5027	2269	1709
Zm00001d039493	31	47	4	16	5	64	5	7
Zm00001d039494	1	0	3	6	0	15	5	4
Zm00001d039495	23	16	10	22	10	0	12	25
Zm00001d039496	8	8	8	10	18	23	0	4
Zm00001d039497	1	0	582	778	0	0	245	296
Zm00001d039498	45	51	47	51	59	70	51	68
Zm00001d039499	1513	1197	1152	1247	1834	1585	1191	1127
Zm00001d039504	5	10	401	328	41	22	819	534
Zm00001d039505	2248	1697	1937	1863	1757	1720	2036	1859
Zm00001d039506	716	561	264	291	526	563	393	392
Zm00001d039510	6	4	8	5	16	2	30	21
Zm00001d039512	1037	806	618	918	938	1043	908	634
Zm00001d039513	183	208	179	183	286	335	399	262
Zm00001d039514	939	805	666	722	1055	916	929	773
Zm00001d039517	160	128	0	0	239	160	9	3
Zm00001d039518	1286	977	1235	1069	1269	1514	1642	1337
Zm00001d039519	197	137	167	173	141	204	230	234
Zm00001d039520	6	2	0	0	2	24	0	6
Zm00001d039521	269	254	133	149	263	379	351	236
Zm00001d039522	802	653	618	561	1065	1252	1273	1069
Zm00001d039524	78	231	55	78	271	214	117	373
Zm00001d039526	808	622	706	700	702	711	840	676
Zm00001d039527	28	10	0	2	68	120	23	16
Zm00001d039528	295	245	233	208	262	289	348	281
Zm00001d039529	151	134	143	185	308	216	443	246
Zm00001d039530	1619	1484	859	794	686	652	592	355
Zm00001d039531	30	42	0	2	17	36	0	17
Zm00001d039532	8	43	1	2	39	232	1	60
Zm00001d039534	468	352	599	579	382	332	807	567
Zm00001d039535	706	725	1405	1065	2181	2258	1747	2244
Zm00001d039537	727	712	276	343	537	1036	730	412
Zm00001d039538	4	2	1	0	1	1	1	0
Zm00001d039539	9	4	0	0	13	13	0	0
Zm00001d039540	0	0	2	1	0	0	6	10
Zm00001d039541	716	608	661	657	751	917	1260	826
Zm00001d039542	11039	10784	7368	6188	8534	6979	8918	6874
Zm00001d039546	171	142	0	1	176	204	1	3
Zm00001d039547	930	746	844	901	1121	1141	1605	1291
Zm00001d039548	34	21	32	25	54	67	60	52
Zm00001d039554	0	1	10	2	0	0	19	10
Zm00001d039560	116	76	96	124	192	173	169	162
Zm00001d039563	229	194	234	184	360	362	610	430
Zm00001d039564	20	36	30	15	31	57	57	44
Zm00001d039565	17	9	31	28	16	23	40	37
Zm00001d039566	55	69	92	56	19	11	30	61
Zm00001d039567	27	23	17	14	38	146	12	8
Zm00001d039568	223	191	180	131	353	333	342	317
Zm00001d039572	0	0	4	0	2	5	4	4
Zm00001d039573	0	2	0	7	0	10	5	32
Zm00001d039574	0	0	6	0	12	51	5	9
Zm00001d039575	298	282	217	108	1803	4887	3540	2474
Zm00001d039576	70	57	83	68	113	166	151	112
Zm00001d039578	2869	2334	2056	1982	1910	1705	1554	1360
Zm00001d039579	16	11	17	16	28	20	31	12
Zm00001d039580	330	248	242	259	373	381	354	319
Zm00001d039581	3	0	0	3	4	3	4	1
Zm00001d039582	179	158	211	210	165	160	318	303
Zm00001d039584	7	9	2	7	25	30	25	14
Zm00001d039589	3839	3852	1556	1251	2760	3799	2628	2029
Zm00001d039590	36	41	40	30	73	96	68	79
Zm00001d039591	26	28	23	34	24	46	37	38
Zm00001d039592	26	28	13	22	16	16	15	14
Zm00001d039593	0	0	4	3	0	0	1	1
Zm00001d039594	462	373	444	447	510	515	697	682
Zm00001d039595	54	56	42	36	115	166	152	91
Zm00001d039596	32	14	34	24	41	53	73	76
Zm00001d039597	75	39	77	68	59	33	8	23
Zm00001d039598	1296	738	1160	1287	752	439	506	558
Zm00001d039600	14	4	17	11	34	18	11	18
Zm00001d039606	306	262	302	274	520	520	611	460
Zm00001d039607	8153	7073	4017	3359	4636	5293	7155	5904
Zm00001d039608	683	489	526	531	792	821	888	682
Zm00001d039611	197	118	200	136	291	372	429	301
Zm00001d039612	1311	1237	1111	1330	1757	2274	3228	2220
Zm00001d039613	1811	1316	1526	1325	1336	1120	1754	1401
Zm00001d039614	256	242	267	240	346	380	434	387
Zm00001d039615	13	2	11	4	14	24	18	41
Zm00001d039616	143	155	123	125	346	418	288	246
Zm00001d039617	0	0	1	1	2	5	7	10
Zm00001d039618	224	225	139	140	86	90	152	103
Zm00001d039619	26	24	37	19	96	45	91	99
Zm00001d039620	89	48	80	62	122	127	60	76
Zm00001d039624	3060	1965	1274	2093	3950	4221	2662	1763
Zm00001d039625	21	15	30	16	19	16	10	7
Zm00001d039626	71	60	45	30	88	108	126	101
Zm00001d039628	110	77	115	93	117	84	100	103
Zm00001d039629	79	50	44	85	50	88	92	72
Zm00001d039631	86	48	38	41	95	113	83	113
Zm00001d039634	14	1	70	64	28	15	68	75
Zm00001d000475	3	0	0	0	10	5	3	0
Zm00001d039637	133	132	68	75	149	171	130	109
Zm00001d039639	404	272	18	9	163	150	18	22
Zm00001d039640	6	0	31	41	10	8	62	53
Zm00001d039641	150	131	85	125	197	224	178	148
Zm00001d039642	15	29	15	3	148	128	123	209
Zm00001d039643	1216	1131	1277	703	922	1018	4339	3861
Zm00001d039644	150	116	100	81	158	473	666	586
Zm00001d039647	1572	1413	675	707	1956	2157	1287	891
Zm00001d039648	277	260	117	186	156	203	146	73
Zm00001d039650	104	84	113	254	139	174	147	81
Zm00001d039653	1283	856	1065	1051	1910	2006	1822	1557
Zm00001d039654	176	129	134	201	213	201	308	209
Zm00001d039655	41	43	21	17	50	28	10	14
Zm00001d039656	349	317	438	350	510	377	514	491
Zm00001d039657	103	93	204	266	147	210	406	236
Zm00001d039658	177	149	123	109	179	195	160	195
Zm00001d039660	990	712	2294	2463	440	346	1403	998
Zm00001d039663	258	242	288	216	267	564	480	391
Zm00001d000477	2	0	1	0	0	3	4	2
Zm00001d039664	424	385	207	207	852	816	478	365
Zm00001d039665	1	3	0	0	4	1	2	0
Zm00001d039667	3994	3636	7942	5931	3456	3257	7930	6547
Zm00001d039668	78	96	2	6	65	103	20	4
Zm00001d039669	9	6	8	3	4	10	7	3
Zm00001d039670	899	950	488	327	1372	1843	387	384
Zm00001d039673	1686	1426	1652	1322	1738	2161	2288	1717
Zm00001d039674	1967	1839	3271	2966	1653	1384	3139	2644
Zm00001d039675	139	105	196	187	167	202	310	279
Zm00001d039677	1844	1575	864	954	1711	1789	1428	1139
Zm00001d039678	100	80	57	70	136	104	46	43
Zm00001d039681	41	30	29	30	23	35	60	35
Zm00001d039682	26	23	94	86	56	50	118	111
Zm00001d039683	163	152	134	110	191	206	298	176
Zm00001d039684	73	62	97	133	76	112	316	199
Zm00001d039685	2395	1964	1639	1435	2641	2805	3425	2949
Zm00001d039686	473	456	427	506	434	531	675	529
Zm00001d039687	69617	52078	51699	55262	32615	25610	29925	26342
Zm00001d039691	9	0	2	7	0	8	8	2
Zm00001d039693	695	597	547	630	904	949	1535	1097
Zm00001d039697	32	42	0	0	7	2	0	0
Zm00001d039699	0	0	0	1	0	1	6	5
Zm00001d039701	0	1	3	8	0	3	29	16
Zm00001d039702	302	244	303	272	392	586	427	392
Zm00001d039703	593	449	487	474	598	722	789	494
Zm00001d039706	442	249	356	427	359	440	417	338
Zm00001d039708	0	2	1	15	1	1	20	11
Zm00001d039709	94	106	100	115	98	153	138	123
Zm00001d039710	173	181	121	125	423	447	429	344
Zm00001d039711	365	380	117	121	787	566	290	276
Zm00001d039712	75	111	203	109	167	565	393	367
Zm00001d039713	14	1	19	34	13	5	16	23
Zm00001d039714	145	87	101	70	141	145	239	134
Zm00001d039715	26800	19723	15952	15841	11184	7452	6000	4441
Zm00001d039716	0	11	12	7	4	5	5	18
Zm00001d039717	862	673	630	540	1169	1148	719	662
Zm00001d039718	15	13	18	13	22	25	28	21
Zm00001d039719	811	791	1120	1134	979	840	1429	1311
Zm00001d039721	15	17	0	0	18	6	0	0
Zm00001d039722	10	5	0	0	13	12	0	0
Zm00001d039723	16	14	0	0	28	17	0	0
Zm00001d039726	47	27	20	24	129	21	4	20
Zm00001d039727	424	305	114	104	343	284	154	124
Zm00001d039729	678	536	681	768	667	822	1438	1035
Zm00001d039730	683	544	399	525	234	229	634	486
Zm00001d039731	200	176	35	43	228	220	48	40
Zm00001d039732	1527	1225	565	671	1684	2102	1655	1296
Zm00001d039733	88	71	33	37	107	56	45	48
Zm00001d039735	4	2	14	13	11	20	29	23
Zm00001d039740	229	157	168	208	262	290	367	274
Zm00001d039742	3	1	12	10	0	1	14	10
Zm00001d039744	0	1	11	16	0	0	17	9
Zm00001d039745	3716	2796	3299	3317	2676	2404	2465	2094
Zm00001d039746	58	33	48	51	72	100	131	121
Zm00001d039747	420	331	229	180	482	535	435	323
Zm00001d039749	2	1	39	55	6	8	94	101
Zm00001d039750	395	311	186	219	355	429	375	226
Zm00001d039754	44	41	21	6	135	203	105	55
Zm00001d039757	0	0	2	7	0	0	9	7
Zm00001d039758	237	200	230	219	267	370	495	408
Zm00001d039763	3	5	0	0	7	6	0	0
Zm00001d039764	4	12	0	0	26	103	0	14
Zm00001d039768	833	655	648	558	941	1598	872	692
Zm00001d039769	294	477	325	161	1354	1642	1083	1227
Zm00001d039770	168	118	225	267	335	141	191	296
Zm00001d039771	131	102	58	39	163	150	26	38
Zm00001d039772	36	42	12	4	78	149	13	15
Zm00001d039776	3940	3774	2795	2285	4347	4209	4020	3482
Zm00001d039777	0	0	66	42	0	0	47	67
Zm00001d039780	72	71	119	86	335	249	269	241
Zm00001d039781	0	1	0	2	2	0	1	0
Zm00001d039782	0	0	3	2	3	1	20	8
Zm00001d039783	7	5	7	5	4	0	8	9
Zm00001d039785	26	71	16	7	58	20	11	8
Zm00001d039786	4592	5040	2802	5496	15445	30868	19320	11836
Zm00001d039787	553	490	425	512	709	900	1095	783
Zm00001d039788	0	0	29	22	0	0	12	31
Zm00001d039789	0	0	2	0	2	5	6	17
Zm00001d039790	2	4	6	7	11	5	40	28
