Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	L_HN_m	L_LN_m
Zm00001d032084	2616.541845	-2.230761744	0.333759959	-6.683730885	2.33e-11	1.32e-09	269.1396436	101.6269285
Zm00001d018150	83.05243251	-2.221858939	0.531628381	-4.179345983	2.92e-05	0.00038675	7.241340282	3.303275981
Zm00001d024633	1256.3272	-2.214611825	0.221873418	-9.981420223	1.84e-23	5.95e-21	26.87317431	9.2405999
ENSRNA049477741	32.70768503	-2.205555379	0.620680684	-3.553446136	0.000380219	0.003411917	5.710090266	2.528573757
Zm00001d032233	383.5637197	-2.204607052	0.340917176	-6.466693986	1e-10	5e-09	23.61290161	14.62478567
Zm00001d017435	2797.149965	-2.20324988	0.300175969	-7.339860964	2.14e-13	1.77e-11	115.1359035	67.70039482
Zm00001d052129	18.11253367	-2.202902387	0.48323203	-4.558684549	5.15e-06	8.46e-05	2.449812035	0.7289685
Zm00001d022254	2729.907236	-2.196586642	0.505156834	-4.348326093	1.37e-05	0.000200775	144.4488019	38.29707815
Zm00001d047632	281.9396498	-2.195716052	0.367430989	-5.975859728	2.29e-09	8.34e-08	2.879048732	1.004020479
Zm00001d039301	132.7306531	-2.19394032	0.535315184	-4.098408535	4.16e-05	0.000526723	4.241191658	3.348002782
Zm00001d018432	722.0256544	-2.192298324	0.245071822	-8.945534043	3.7e-19	7.74e-17	25.76653956	7.944643514
Zm00001d017466	142.6051379	-2.191281808	0.599305121	-3.656370908	0.000255811	0.002445256	6.970399885	4.574803743
Zm00001d031729	558.8180465	-2.189794866	0.191559746	-11.43139366	2.91e-30	1.72e-27	23.01785509	7.364144739
Zm00001d039105	335.3812341	-2.188331461	0.252158624	-8.678392288	4.01e-18	7.25e-16	6.861435602	2.215809951
Zm00001d016736	6921.08899	-2.180547182	0.284884928	-7.654133189	1.95e-14	1.95e-12	336.9083264	93.32038134
Zm00001d024382	329.8489823	-2.180521028	0.603379292	-3.613847969	0.000301686	0.002809953	13.30554841	6.681908051
Zm00001d013039	27996.90408	-2.177651965	0.169296016	-12.86298408	7.27e-38	8.78e-35	2216.279379	834.3894799
Zm00001d032495	2459.589211	-2.172285418	0.645118373	-3.367266395	0.000759173	0.006068816	177.6046865	122.827144
Zm00001d009314	217.8223377	-2.171329482	0.257562719	-8.430294135	3.45e-17	5.36e-15	20.28249269	7.491617948
Zm00001d021450	1648.438061	-2.160390392	0.304064914	-7.10503019	1.2e-12	8.68e-11	57.88920785	15.36564107
Zm00001d048592	1323.060662	-2.153104725	0.38377476	-5.610334369	2.02e-08	5.98e-07	47.87453329	20.90991946
Zm00001d013013	3603.515463	-2.152806319	0.263954492	-8.155975297	3.46e-16	4.55e-14	73.88040457	21.44797966
Zm00001d028240	4984.551107	-2.152000206	0.344258317	-6.25112046	4.08e-10	1.77e-08	290.1893356	90.38501561
Zm00001d010924	277.2389927	-2.151263799	0.532757967	-4.037975843	5.39e-05	0.000654263	10.5609492	3.478708048
Zm00001d017622	2536.411869	-2.148664384	0.577533551	-3.720414821	0.000198896	0.001969973	260.1781838	102.2561355
Zm00001d030130	758.8537575	-2.145531749	0.264560208	-8.109805192	5.07e-16	6.38e-14	18.45817009	6.319260859
Zm00001d040463	1866.983657	-2.142898552	0.454400007	-4.715885828	2.41e-06	4.34e-05	61.82866961	24.77153968
Zm00001d003671	520.8348037	-2.138716663	0.408621698	-5.233977223	1.66e-07	3.95e-06	9.470828561	5.644557378
Zm00001d016979	30.10079974	-2.138076464	0.45162388	-4.734197102	2.2e-06	4e-05	1.135332733	0.459596118
Zm00001d013652	484.0045735	-2.137161203	0.290337645	-7.36095109	1.83e-13	1.54e-11	6.703063674	2.192704239
Zm00001d027488	129392.9897	-2.136957073	0.178864699	-11.94733835	6.7e-33	5.09e-30	3925.741478	1347.765737
Zm00001d007962	444.6364673	-2.132065765	0.29804358	-7.153536955	8.46e-13	6.26e-11	18.56360955	5.986202685
Zm00001d010752	14.45358402	-2.131977676	0.640500092	-3.328614162	0.000872792	0.006773256	0.800963698	0.565385884
Zm00001d007183	1522.44764	-2.12929368	0.606259329	-3.51218295	0.000444442	0.003868334	11.98792094	6.092601504
Zm00001d006761	224.21364	-2.127405805	0.188392895	-11.29238875	1.43e-29	7.76e-27	15.928455	7.606119403
Zm00001d043970	1774.483568	-2.125145081	0.400328376	-5.308504744	1.11e-07	2.76e-06	80.96348078	25.55489935
Zm00001d017036	645.2661469	-2.121728392	0.431399944	-4.918239839	8.73e-07	1.76e-05	13.46482226	3.802028894
Zm00001d014564	34439.65733	-2.121176377	0.331940175	-6.390236972	1.66e-10	7.73e-09	1361.310812	465.2386569
Zm00001d042050	45978.09689	-2.118339351	0.26173862	-8.093338876	5.81e-16	7.24e-14	1591.870435	655.9032348
Zm00001d044970	3056.063515	-2.113948257	0.507155567	-4.168244216	3.07e-05	0.000404061	126.5533592	64.14922889
Zm00001d018069	20533.95946	-2.113328227	0.312601361	-6.760457526	1.38e-11	8.23e-10	1572.071474	559.6958356
Zm00001d011285	136797.6252	-2.112768602	0.426878919	-4.949339279	7.45e-07	1.52e-05	9827.459122	3398.289311
Zm00001d016740	98.1154483	-2.112543424	0.504662498	-4.186051929	2.84e-05	0.000377952	10.33945734	3.949960953
Zm00001d049267	1629.193115	-2.110567255	0.396922374	-5.317330019	1.05e-07	2.66e-06	140.8427692	48.72198738
Zm00001d051485	7.519523215	-2.110210472	0.632742901	-3.335020386	0.000852931	0.00664826	0.746776581	0.27969403
Zm00001d047531	321.1800287	-2.109430199	0.582850542	-3.619161425	0.000295559	0.002758691	4.632561516	2.157247459
Zm00001d048703	7126.185585	-2.106186929	0.176577935	-11.92780362	8.48e-33	6.26e-30	217.9524526	70.33593207
Zm00001d006699	41.88348784	-2.105803096	0.63585853	-3.311747815	0.000927151	0.007140862	3.096830039	1.605760349
Zm00001d012883	193.0991845	-2.101605872	0.372663091	-5.639425866	1.71e-08	5.13e-07	6.005757098	2.475415961
Zm00001d016542	4778.232474	-2.100693728	0.371553114	-5.653818119	1.57e-08	4.76e-07	236.0886885	81.84346791
Zm00001d020147	184.1777846	-2.097659553	0.612411668	-3.425244265	0.000614247	0.005068584	8.071209134	2.178551481
Zm00001d046682	5325.763724	-2.096280198	0.335989775	-6.239119017	4.4e-10	1.89e-08	442.9456353	143.5133374
Zm00001d046962	161.9320184	-2.096108618	0.22600211	-9.2747303	1.78e-20	4.38e-18	16.59551295	4.918631151
Zm00001d017861	50.33666507	-2.095435854	0.437471409	-4.789880685	1.67e-06	3.13e-05	4.380155868	2.371503639
Zm00001d022203	770.5115469	-2.094507058	0.35373969	-5.921040577	3.2e-09	1.14e-07	32.84056823	10.40676745
Zm00001d029768	847.1695689	-2.094165836	0.453594816	-4.616820477	3.9e-06	6.67e-05	11.74583862	4.549666568
Zm00001d040005	23.54193402	-2.093089014	0.630002638	-3.322349601	0.000892628	0.00690701	0.393145839	0.376654588
Zm00001d029164	2591.024593	-2.09259648	0.521483885	-4.012773049	6e-05	0.000713242	71.7086431	36.7424511
Zm00001d046661	3363.676271	-2.090118376	0.442759689	-4.720660953	2.35e-06	4.25e-05	69.94862072	26.5949502
Zm00001d010672	9232.670718	-2.086042106	0.237977983	-8.765693684	1.86e-18	3.6e-16	413.067882	137.1902696
Zm00001d049113	4370.234841	-2.086031745	0.549722704	-3.794698178	0.000147823	0.0015375	163.0745106	80.378006
Zm00001d000281	12.92886262	-2.083451393	0.644345169	-3.233439922	0.001223091	0.008955396	9.551472895	3.728283346
Zm00001d040686	3043.192072	-2.074295881	0.15968181	-12.99018269	1.39e-38	1.76e-35	49.415362	17.67439975
Zm00001d052595	102633.9251	-2.074216257	0.227748011	-9.107505475	8.43e-20	1.85e-17	5926.028284	2272.921996
Zm00001d049159	113.4318768	-2.074053215	0.381010897	-5.44355354	5.22e-08	1.41e-06	1.78090939	0.642284177
Zm00001d051532	2515.154624	-2.073769647	0.269418672	-7.697200907	1.39e-14	1.43e-12	63.04451365	25.64833073
Zm00001d042030	830.6398552	-2.070726842	0.462986223	-4.472545268	7.73e-06	0.000120566	189.1315876	76.55997001
Zm00001d018625	810.0401803	-2.06863789	0.395681272	-5.228040936	1.71e-07	4.06e-06	6.107542204	2.521801668
Zm00001d038351	149.9352767	-2.068497893	0.377434929	-5.480409302	4.24e-08	1.16e-06	3.844180899	1.607339262
Zm00001d016691	3739.499083	-2.068440635	0.361332615	-5.724478078	1.04e-08	3.28e-07	205.6135028	100.416101
Zm00001d022518	1830.609189	-2.060414518	0.555719873	-3.707649514	0.000209192	0.002052816	72.71687503	37.27150375
Zm00001d029608	1941.087107	-2.057817532	0.274958065	-7.484114112	7.2e-14	6.6e-12	13.12953631	4.711421566
Zm00001d009698	26.88862897	-2.057475346	0.447885228	-4.593755761	4.35e-06	7.36e-05	1.072267249	0.437046598
Zm00001d021772	65.69606859	-2.056084122	0.281415488	-7.30622232	2.75e-13	2.23e-11	16.68714627	8.618347413
Zm00001d003381	119.8836089	-2.05557404	0.443638929	-4.633439279	3.6e-06	6.22e-05	5.934496089	1.600373766
Zm00001d018090	387.7708887	-2.053722768	0.375640825	-5.467251242	4.57e-08	1.25e-06	9.274812704	2.375402169
Zm00001d047201	200.2614412	-2.048966612	0.439799275	-4.658867645	3.18e-06	5.57e-05	5.822737507	2.853866768
Zm00001d030282	3022.087651	-2.044334513	0.412473491	-4.956280963	7.19e-07	1.47e-05	23.93072767	9.699326936
Zm00001d034143	702.082029	-2.042857456	0.547648925	-3.730231838	0.000191304	0.00190973	18.03404164	8.75067414
Zm00001d048705	5348.427776	-2.04100823	0.302615302	-6.744563854	1.53e-11	9e-10	166.6397286	64.64149485
Zm00001d042026	4658.646888	-2.040038279	0.277910399	-7.340633128	2.13e-13	1.77e-11	134.3536503	55.65135432
Zm00001d042503	975.9000187	-2.039599154	0.377586771	-5.40167005	6.6e-08	1.72e-06	112.4168103	58.51059928
Zm00001d037327	1277.661095	-2.038877687	0.297121781	-6.86209432	6.79e-12	4.3e-10	41.06188958	19.79341239
Zm00001d005692	308.1133256	-2.038607832	0.494888093	-4.119330937	3.8e-05	0.000485738	11.64641175	5.708041358
Zm00001d033551	2882.866065	-2.034902414	0.199663379	-10.19166572	2.16e-24	7.26e-22	11.72682361	4.730475927
Zm00001d002347	1387.573467	-2.034416598	0.378958173	-5.368446287	7.94e-08	2.05e-06	144.351121	45.28194049
Zm00001d041701	2030.011426	-2.034214841	0.444588904	-4.575496198	4.75e-06	7.92e-05	105.7681972	40.74490336
Zm00001d017621	932.4551748	-2.030512726	0.240064983	-8.458179539	2.72e-17	4.32e-15	53.38305152	22.83747795
